#,College Name,Course(s) Offered,District,Full Address,Contact,Website,State
1,National Institute of Technology Calicut,B.Tech,Kozhikode,"Calicut Mukkam Road, Kattangal, Kozhikode, Kerala 673601",0495-2286100 | registrar@nitc.ac.in,https://nitc.ac.in/,Kerala
2,Indian Institute of Space Science and Technology,B.Tech,Thiruvananthapuram,"Valiamala P.O., Thiruvananthapuram, Kerala 695547",0471-2568418 | registrar@iist.ac.in,https://www.iist.ac.in/,Kerala
3,College of Engineering Trivandrum,B.Tech,Thiruvananthapuram,"Sreekaryam, Thiruvananthapuram, Kerala 695016",0471-2515555 | principal@cet.ac.in,https://www.cet.ac.in/,Kerala
4,TKM College of Engineering,B.Tech,Kollam,"TKM College P.O., Karicode, Kollam, Kerala 691005",0474-2712022 | principal@tkmce.ac.in,https://tkmce.ac.in/,Kerala
5,NSS College of Engineering,B.Tech,Palakkad,"NSS College P.O., Akthethara, Palakkad, Kerala 678008",0491-2555255 | principal@nssce.ac.in,https://www.nssce.ac.in/,Kerala
6,Mar Athanasius College of Engineering,B.Tech,Ernakulam,"Kothamangalam College P.O., Kothamangalam, Ernakulam, Kerala 686666",0485-2822363 | principal@mace.ac.in,https://mace.ac.in/,Kerala
7,Government Engineering College Thrissur,B.Tech,Thrissur,"Ramavarmapuram P.O., Thrissur, Kerala 680009",0487-2334144 | principal@gectcr.ac.in,https://gectcr.ac.in/,Kerala
8,Government College of Engineering Kannur,B.Tech,Kannur,"Dharmasala P.O., Kannur, Kerala 670564",0497-2780226 | principal@gcek.ac.in,https://www.gcek.ac.in/,Kerala
9,Rajiv Gandhi Institute of Technology Kottayam,B.Tech,Kottayam,"Velloor P.O., Pampady, Kottayam, Kerala 686501",0481-2506153 | principal@rit.ac.in,https://www.rit.ac.in/,Kerala
10,Government Engineering College Sreekrishnapuram,B.Tech,Palakkad,"Mannampatta P.O., Sreekrishnapuram, Palakkad, Kerala 679517",0466-2260350 | principal@gecskp.ac.in,https://www.gecskp.ac.in/,Kerala
11,Government Engineering College Barton Hill,B.Tech,Thiruvananthapuram,"Barton Hill, Thiruvananthapuram, Kerala 695035",0471-2300484 | principal@gecbh.ac.in,https://www.gecbh.ac.in/,Kerala
12,College of Engineering Chengannur,B.Tech,Alappuzha,"Chengannur, Alappuzha, Kerala 689121",0479-2454125 | principal@ceconline.edu,https://www.ceconline.edu/,Kerala
13,LBS Institute of Technology for Women,B.Tech,Thiruvananthapuram,"Poojappura P.O., Thiruvananthapuram, Kerala 695012",0471-2349232 | principal@lbsitw.ac.in,https://www.lbsitw.ac.in/,Kerala
14,LBS College of Engineering,B.Tech,Kasaragod,"Povval, Muliyar P.O., Kasaragod, Kerala 671542",04994-250290 | principal@lbscek.ac.in,https://www.lbscek.ac.in/,Kerala
15,College of Engineering Vadakara,B.Tech,Kozhikode,"Mandarathur P.O., Vatakara, Kozhikode, Kerala 673105",0496-2536125 | principal@cev.ac.in,https://cev.ac.in/,Kerala
16,College of Engineering Perumon,B.Tech,Kollam,"Perumon P.O., Perinad, Kollam, Kerala 691601",0474-2550500 | principal@perumon.ac.in,https://www.perumon.ac.in/,Kerala
17,Government Engineering College Wayanad,B.Tech,Wayanad,"Thalappuzha P.O., Mananthavady, Wayanad, Kerala 670644",04935-257320 | principal@gecwyd.ac.in,https://www.gecwyd.ac.in/,Kerala
18,Sree Chitra Thirunal College of Engineering,B.Tech,Thiruvananthapuram,"Pappanamcode P.O., Thiruvananthapuram, Kerala 695018",0471-2490572 | principal@sctce.ac.in,https://www.sctce.ac.in/,Kerala
19,College of Engineering Kidangoor,B.Tech,Kottayam,"Kidangoor P.O., Kottayam, Kerala 686583",04822-255056 | principal@ce-kidangoor.ac.in,https://ce-kidangoor.ac.in/,Kerala
20,College of Engineering Adoor,B.Tech,Pathanamthitta,"Manakala P.O., Adoor, Pathanamthitta, Kerala 691551",04734-231995 | principal@cea.ac.in,https://cea.ac.in/,Kerala
21,College of Engineering Karunagappally,B.Tech,Kollam,"Thodiyoor P.O., Karunagappally, Kollam, Kerala 690523",0476-2665935 | principal@ceknpy.ac.in,https://www.ceknpy.ac.in/,Kerala
22,College of Engineering Kallooppara,B.Tech,Pathanamthitta,"Kadamankulam P.O., Thiruvalla, Pathanamthitta, Kerala 689583",0469-2678983 | principal@ce Pathanamthitta.org,https://www.cepathanamthitta.org/,Kerala
23,College of Engineering Cherthala,B.Tech,Alappuzha,"Pallippuram P.O., Cherthala, Alappuzha, Kerala 688541",0478-2553416 | principal@cectl.ac.in,https://cectl.ac.in/,Kerala
24,College of Engineering Kottarakkara,B.Tech,Kollam,"ETC P.O., Kottarakkara, Kollam, Kerala 691531",0474-2453300 | principal@cektc.ac.in,https://www.cektc.ac.in/,Kerala
25,College of Engineering Poonjar,B.Tech,Kottayam,"Poonjar Thekkekara P.O., Kottayam, Kerala 686582",04822-202056 | principal@cep.ac.in,https://www.cep.ac.in/,Kerala
26,College of Engineering Aranmula,B.Tech,Pathanamthitta,"Aranmula P.O., Pathanamthitta, Kerala 689533",0468-2319131 | principal@cearanmula.org,https://www.cearanmula.org/,Kerala
27,College of Engineering Muttathara,B.Tech,Thiruvananthapuram,"Muttathara, Thiruvananthapuram, Kerala 695008",0471-2500486 | principal@cemuttathara.ac.in,https://www.cemuttathara.org/,Kerala
28,College of Engineering Munnar,B.Tech,Idukki,"PB No.45, County Hills, Munnar, Idukki, Kerala 685612",04865-232989 | principal@cemunnar.ac.in,https://www.cemunnar.ac.in/,Kerala
29,College of Engineering Thalassery,B.Tech,Kannur,"Kundoormala, Eranholi P.O., Thalassery, Kannur, Kerala 670107",0490-2388930 | principal@cethalassery.ac.in,https://www.cethalassery.ac.in/,Kerala
30,College of Engineering Trikaripur,B.Tech,Kasaragod,"Cheemeni P.O., Kasaragod, Kerala 671313",0467-2250377 | principal@cetkr.ac.in,https://www.cetkr.ac.in/,Kerala
31,School of Engineering CUSAT,B.Tech,Ernakulam,"Cochin University P.O., Kochi, Ernakulam, Kerala 682022",0484-2577550 | registrar@cusat.ac.in,https://www.cusat.ac.in/,Kerala
32,Cochin University College of Engineering Kuttanad,B.Tech,Alappuzha,"Pulincunnoo P.O., Alappuzha, Kerala 688504",0477-2707500 | principal@cusat.ac.in,https://cusat.ac.in/,Kerala
33,Calicut University Institute of Engineering & Technology,B.Tech,Malappuram,"Thenhipalam P.O., Malappuram, Kerala 673635",0494-2400223 | principal@cuiet.info,https://www.cuiet.info/,Kerala
34,University College of Engineering Kariavattom,B.Tech,Thiruvananthapuram,"Kariavattom P.O., Thiruvananthapuram, Kerala 695581",0471-2308842 | principal@ucek.in,https://www.ucek.in/,Kerala
35,University College of Engineering Thodupuzha,B.Tech,Idukki,"Muttom P.O., Thodupuzha, Idukki, Kerala 685587",04862-256222 | principal@ucet.ac.in,https://ucet.ac.in/,Kerala
36,Amrita School of Engineering Amritapuri,B.Tech,Kollam,"Amritapuri, Clappana P.O., Kollam, Kerala 690525",0476-2801280 | admissions@am.amrita.edu,https://www.amrita.edu/campus/amritapuri/,Kerala
