#,College Name,Course(s) Offered,District,Full Address,Contact,Website,State
1,Indian Institute of Technology Mandi,B.Tech,Mandi,"IIT Mandi, Kamand Campus, Mandi, Himachal Pradesh 175075",01905-267015 | registrar@iitmandi.ac.in,https://www.iitmandi.ac.in/,Himachal Pradesh
2,National Institute of Technology Hamirpur,B.Tech,Hamirpur,"NIT Hamirpur, Hamirpur, Himachal Pradesh 177005",01972-254011 | registrar@nith.ac.in,https://nith.ac.in/,Himachal Pradesh
3,Jaypee University of Information Technology,B.Tech,Solan,"Waknaghat, P.O. Waknaghat, Teh Kandaghat, Solan, Himachal Pradesh 173234",01792-257999 | registrar@juit.ac.in,https://www.juit.ac.in/,Himachal Pradesh
4,Shoolini University of Biotechnology and Management Sciences,B.Tech,Solan,"Village Bajhol, P.O. Sultanpur, Solan, Himachal Pradesh 173229",01792-308000 | admissions@shooliniuniversity.com,https://shooliniuniversity.com/,Himachal Pradesh
5,Baddi University of Emerging Sciences and Technologies,B.Tech,Solan,"Makhnumajra, Baddi, Solan, Himachal Pradesh 173205",01795-247353 | registrar@baddiuniv.ac.in,https://www.baddiuniv.ac.in/,Himachal Pradesh
6,Eternal University,B.Tech,Sirmaur,"Baru Sahib, Via Rajgarh, Sirmaur, Himachal Pradesh 173101",01799-276102 | contact@eternaluniversity.edu.in,https://www.eternaluniversity.edu.in/,Himachal Pradesh
7,Maharaja Agrasen University,B.Tech,Solan,"Atal Shiksha Kunj, Village Kalujhanda, Baddi, Solan, Himachal Pradesh 174103",0172-5000004 | admissions@mau.ac.in,https://mau.ac.in/,Himachal Pradesh
8,Arni University,B.Tech,Kangra,"Kathgarh, Indora, Kangra, Himachal Pradesh 176401",01893-302000 | info@arni.in,https://www.arni.in/,Himachal Pradesh
9,Himachal Pradesh Technical University,B.Tech,Hamirpur,"Gandhi Chowk, Hamirpur, Himachal Pradesh 177001",01972-224153 | registrarhimtu@gmail.com,https://www.himtu.ac.in/,Himachal Pradesh
10,Green Hills Engineering College,B.Tech,Solan,"Gandhi Gram, Kumarhatti, Nahan Road, Solan, Himachal Pradesh 173229",01792-268772 | info@ghec.co.in,https://www.ghec.co.in/,Himachal Pradesh
11,Himalayan Institute of Engineering and Technology,B.Tech,Sirmaur,"Sadhoura Road, Kala Amb, Sirmaur, Himachal Pradesh 173030",01702-308500 | info@himalayaninstitutions.com,https://www.himalayaninstitutions.com/,Himachal Pradesh
12,Vaishno College of Engineering,B.Tech,Kangra,"Thapkour, Bhadroya, Tehsil Nurpur, Kangra, Himachal Pradesh 176403",01893-233577 | vaishno@vaishno.edu.in,https://www.vaishno.edu.in/,Himachal Pradesh
13,LR Institute of Engineering and Technology,B.Tech,Solan,"Village Jabli-Kyar, P.O. Oachghat, Solan, Himachal Pradesh 173223",01792-252851 | lrinstitutes@lrgroupofinstitutes.org,https://www.lrinstitutes.com/,Himachal Pradesh
14,Shiva Institute of Engineering and Technology,B.Tech,Bilaspur,"Village Luhnu Kanatain, P.O. Chandpur, Bilaspur, Himachal Pradesh 174004",01978-209500 | info@siethp.in,https://www.siethp.in/,Himachal Pradesh
15,MIT College of Engineering and Management,B.Tech,Hamirpur,"Village Ganoh, P.O. Bani, Hamirpur, Himachal Pradesh 174304",01972-288040 | mitcem@gmail.com,https://www.mitcem.in/,Himachal Pradesh
16,Maharishi Markandeshwar University Solan,B.Tech,Solan,"Laddo, Sultanpur Road, Kumarhatti, Solan, Himachal Pradesh 173229",01792-268224 | info@mmusolan.org,https://www.mmusolan.org/,Himachal Pradesh
