#,College Name,Course(s) Offered,District,Full Address,Contact,Website,State
1,Indian Institute of Technology Roorkee,"B.Tech (Civil, Electrical, Mechanical, Computer Science, Chemical, Electronics & Communication, Metallurgical & Materials, Biotechnology, Production & Industrial, Architecture)",Roorkee,"Roorkee - Haridwar Highway, Roorkee, Uttarakhand 247667",01332-285311 | registrar@iitr.ac.in,https://www.iitr.ac.in/,Uttarakhand
2,National Institute of Technology Uttarakhand,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical)",Pauri Garhwal,"Temporary Campus, Srinagar, Pauri Garhwal, Uttarakhand 246174",01346-257400 | nitukdirector@nituk.ac.in,https://nituk.ac.in/,Uttarakhand
3,Graphic Era (Deemed to be University),"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication, Electrical, Biotechnology, Artificial Intelligence & Machine Learning, Data Science, Robotics & Automation)",Dehradun,"566/6, Bell Road, Clement Town, Dehradun, Uttarakhand 248002",0135-2644183 | enquiry@geu.ac.in,https://www.geu.ac.in/,Uttarakhand
4,University of Petroleum and Energy Studies,"B.Tech (Aerospace, Applied Petroleum, Chemical, Civil, Computer Science, Electrical, Electronics, Mechanical, Fire & Safety)",Dehradun,"Bidholi Campus, Energy Acres, Bidholi, Dehradun, Uttarakhand 248007",1800-102-8737 | enrollments@upes.ac.in,https://www.upes.ac.in/,Uttarakhand
5,Govind Ballabh Pant Institute of Engineering & Technology,"B.Tech (Computer Science, Electronics & Communication, Electrical, Mechanical, Civil, Biotechnology)",Pauri Garhwal,"Ghurdauri, Pauri Garhwal, Uttarakhand 246194",01368-228030 | principal@gbpiet.ac.in,https://gbpiet.ac.in/,Uttarakhand
6,DIT University,"B.Tech (Computer Science, Mechanical, Civil, Electrical, Electronics & Communication, Petroleum, Robotics, Artificial Intelligence)",Dehradun,"Mussoorie-Diversion Road, Makkawala, Dehradun, Uttarakhand 248009",0135-3000300 | admissions@dituniversity.edu.in,https://www.dituniversity.edu.in/,Uttarakhand
7,Uttaranchal University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication, Electrical)",Dehradun,"Arcadia Grant, Chandanwari, Premnagar, Dehradun, Uttarakhand 248007",0135-2770300 | admission@uttaranchaluniversity.ac.in,https://uttaranchaluniversity.ac.in/,Uttarakhand
8,Quantum University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication, Petroleum, Mechatronics)",Roorkee,"Mandawar (22 Km milestone), Roorkee - Dehradun Highway, Roorkee, Uttarakhand 247167",0135-2657979 | admissions@quantumuniversity.edu.in,https://www.quantumuniversity.edu.in/,Uttarakhand
9,Roorkee Institute of Technology,"B.Tech (Computer Science, Mechanical, Civil, Electrical & Electronics, Artificial Intelligence & Machine Learning)",Roorkee,"8th Km Dehradun Road, Puhana, Roorkee, Uttarakhand 247667",01332-234036 | info@ritroorkee.com,https://ritroorkee.com/,Uttarakhand
10,Tula's Institute,"B.Tech (Computer Science, Mechanical, Civil, Electrical & Electronics, Artificial Intelligence & Machine Learning)",Dehradun,"Dhoolkot, PO - Selaqui, Chakrata Road, Dehradun, Uttarakhand 248011",0135-2699300 | info@tulas.edu.in,https://tulas.edu.in/,Uttarakhand
11,Haridwar University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication)",Haridwar,"Piran Kaliyar Rd, Roorkee, Uttarakhand 247667",01332-261235 | admissions@hu.ac.in,https://hu.ac.in/,Uttarakhand
12,College of Engineering Roorkee,"B.Tech (Computer Science, Mechanical, Civil, Electrical & Electronics, Plastic & Polymer)",Roorkee,"7th Km Roorkee-Haridwar Road, Vardhman Puram, Roorkee, Uttarakhand 247667",01332-282500 | registrar@coer.ac.in,https://coer.ac.in/,Uttarakhand
13,Dev Bhoomi Uttarakhand University,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication, Electrical)",Dehradun,"Chakrata Road, Manduwala, Naugaon, Dehradun, Uttarakhand 248007",0135-2694241 | info@dbuu.ac.in,https://www.dbuu.ac.in/,Uttarakhand
14,Shivalik College of Engineering,"B.Tech (Computer Science, Mechanical, Civil, Electrical & Electronics)",Dehradun,"Shimla Bypass Road, Shiniwala, Sherpur, Dehradun, Uttarakhand 248197",0135-2693401 | info@sce.org.in,https://sce.org.in/,Uttarakhand
15,JB Institute of Technology,"B.Tech (Computer Science, Mechanical, Civil, Electrical & Electronics)",Dehradun,"23 Milestone, NH-07, Chakrata Road, Shankerpur, Dehradun, Uttarakhand 248197",0135-2698840 | info@jbitdoon.com,https://jbitdoon.com/,Uttarakhand
16,Maya Institute of Technology & Management,"B.Tech (Computer Science, Mechanical, Civil, Electrical & Electronics)",Dehradun,"Chakrata Road, Central Hope Town, Selaqui, Dehradun, Uttarakhand 248011",0135-2698502 | mayagroup.doon@gmail.com,https://maya.edu.in/,Uttarakhand
17,Doon College of Engineering and Technology,"B.Tech (Computer Science, Mechanical, Civil)",Dehradun,"Haridwar Road, Dehradun, Uttarakhand 248001",0135-2720894 | info@dooncollege.info,https://dooncollege.info/,Uttarakhand
18,Swami Rama Himalayan University,B.Tech (Computer Science),Dehradun,"Swami Ram Nagar, Jolly Grant, Dehradun, Uttarakhand 248016",0135-2471600 | info@srhu.edu.in,https://srhu.edu.in/,Uttarakhand
19,Himalayan Institute of Technology,B.Tech,Dehradun,"Near Central Excise Office, Haridwar Road, Dehradun, Uttarakhand 248001",0135-2723983 | info@hitdoon.com,https://hitdoon.com/,Uttarakhand
