#,College Name,Course(s) Offered,District,Full Address,Contact,Website,State
1,Indian Institute of Technology Guwahati,B.Tech,Kamrup,"Amingaon, North Guwahati, Guwahati, Assam 781039",+91-361-2583000 | registrar@iitg.ac.in,https://www.iitg.ac.in/,Assam
2,National Institute of Technology Silchar,B.Tech,Cachar,"NIT Road, Silchar, Assam 788010",+91-3842-224879 | registrar@nits.ac.in,https://www.nits.ac.in/,Assam
3,Assam Engineering College,B.Tech,Kamrup,"Jalukbari, Guwahati, Assam 781013",+91-361-2570550 | principal@aec.ac.in,https://aec.ac.in/,Assam
4,Jorhat Engineering College,B.Tech,Jorhat,"Garmur, Jorhat, Assam 785007",+91-376-2330134 | jec_assam@yahoo.com,https://jecassam.ac.in/,Assam
5,Jorhat Institute of Science and Technology,B.Tech,Jorhat,"Sotai, Jorhat, Assam 785010",+91-376-2350109 | jistdirector@gmail.com,https://jist.ac.in/,Assam
6,Bineswar Brahma Engineering College,B.Tech,Kokrajhar,"Chandrapara, Kokrajhar, Assam 783370",+91-3661-218250 | bbeckok@gmail.com,https://bbec.ac.in/,Assam
7,Barak Valley Engineering College,B.Tech,Karimganj,"Nirala, Karimganj, Assam 788701",+91-3843-262002 | bveckarimganj@gmail.com,https://bvec.ac.in/,Assam
8,Golaghat Engineering College,B.Tech,Golaghat,"Bogorijeng, Golaghat, Assam 785702",+91-3774-280035 | principalgec@gov.in,https://gecassam.ac.in/,Assam
9,Dhemaji Engineering College,B.Tech,Dhemaji,"Tekjuri, Dhemaji, Assam 787057",+91-3753-290388 | decdhemaji@gmail.com,https://dec.ac.in/,Assam
10,Central Institute of Technology Kokrajhar,B.Tech,Kokrajhar,"Balagaon, Kokrajhar, Assam 783370",+91-3661-277132 | registrar@cit.ac.in,https://cit.ac.in/,Assam
11,Tezpur University School of Engineering,B.Tech,Sonitpur,"Napaam, Tezpur, Assam 784028",+91-3712-267007 | registrar@tezu.ernet.in,https://www.tezu.ernet.in/soe/,Assam
12,Assam Don Bosco University,B.Tech,Kamrup,"Azara, Guwahati, Assam 781017",+91-361-2139291 | contact@dbuniversity.ac.in,https://www.dbuniversity.ac.in/,Assam
13,Royal Global University,B.Tech,Kamrup,"Betkuchi, Guwahati, Assam 781035",+91-361-2270100 | admissions@rgu.ac,https://rgu.ac/,Assam
14,Assam down town University,B.Tech,Kamrup,"Panikhaiti, Guwahati, Assam 781026",+91-9864132222 | admissions@adtu.in,https://adtu.in/,Assam
15,Girijananda Chowdhury Institute of Management and Technology,B.Tech,Kamrup,"Azara, Guwahati, Assam 781017",+91-361-2843404 | gimt-guwahati@ac.in,https://gimt-guwa.ac.in/,Assam
16,Kaziranga University,B.Tech,Jorhat,"Koraikhowa, Jorhat, Assam 785006",+91-8486035370 | info@kazirangauniversity.in,https://kazirangauniversity.in/,Assam
